#Batch costTraining precTraining
8876 0.0939188 0.9867686
8877 0.16185167 0.9867595
8878 0.093758464 0.9867725
8879 0.08968317 0.9867854
8880 0.1341881 0.98675436
8881 0.100956984 0.9867454
8882 0.073257655 0.9867801
8883 0.09270957 0.98679286
8884 0.09522053 0.98680556
8885 0.29781047 0.9867316
8886 0.15701097 0.9867228
8887 0.11635068 0.98671407
8888 0.06934543 0.9867483
8889 0.04680238 0.9867824
8890 0.05791486 0.9867949
8891 0.122466534 0.986786
8892 0.080915794 0.98679847
8893 0.19867067 0.9867684
8894 0.21627076 0.9867174
8895 0.08645615 0.9867511
8896 0.19578603 0.9866793
8897 0.03124119 0.98669183
8898 0.07750043 0.9867253
8899 0.033338554 0.9867586
8900 0.09370348 0.98675
8901 0.121137984 0.986783
8902 0.13640699 0.98677444
8903 0.12000901 0.9867659
8904 0.13439512 0.9867781
8905 0.08938045 0.9867901
8906 0.1450855 0.9867611
8907 0.21633974 0.9867322
8908 0.20366259 0.986683
8909 0.07797408 0.9866952
8910 0.2971741 0.98664635
8911 0.13311452 0.9866383
8912 0.039514232 0.98665047
8913 0.08118589 0.98668283
8914 0.048064575 0.9866949
8915 0.12383118 0.98668677
8916 0.16950144 0.98665863
8917 0.1046394 0.9866507
8918 0.09652372 0.9866427
8919 0.123558894 0.98663485
8920 0.2078065 0.98660713
8921 0.08811394 0.98663896
8922 0.09586611 0.9866509
8923 0.11273352 0.986643
8924 0.16777845 0.98661554
8925 0.26994696 0.986549
8926 0.068290986 0.9865806
8927 0.15908322 0.98659253
8928 0.054952603 0.9866238
8929 0.15545967 0.98661613
8930 0.05861628 0.98662794
8931 0.05981164 0.98665893
8932 0.075935714 0.98667055
8933 0.10588134 0.9866628
8934 0.16077787 0.9866552
8935 0.24930952 0.9866092
8936 0.1785771 0.9865826
8937 0.055449847 0.9866133
8938 0.0695168 0.98662484
8939 0.22522135 0.9865414
8940 0.2219928 0.98651516
8941 0.07646731 0.98652685
8942 0.07153828 0.98653847
8943 0.03066514 0.98656887
8944 0.052513786 0.9865991
8945 0.1585771 0.98657304
8946 0.13070287 0.98656577
8947 0.08123779 0.9865958
8948 0.14150973 0.98656994
8949 0.13732938 0.98658127
8950 0.06910162 0.9865926
8951 0.099716835 0.9865854
8952 0.038612757 0.98661506
8953 0.060199343 0.98664457
8954 0.24317303 0.9866006
8955 0.0661695 0.9866117
8956 0.09149852 0.9866228
8957 0.052799653 0.98663384
8958 0.21091871 0.98660845
8959 0.124524675 0.9866013
8960 0.09543444 0.9866123
8961 0.109476216 0.9866052
8962 0.17757486 0.9865621
8963 0.0731936 0.9865731
8964 0.11866512 0.98656607
8965 0.05374354 0.986595
8966 0.086903095 0.9866059
8967 0.09105643 0.98661673
8968 0.12312738 0.9866097
8969 0.05825429 0.98663825
8970 0.2224324 0.98659575
8971 0.07923796 0.98660654
8972 0.14065959 0.9865819
8973 0.12173254 0.98657507
8974 0.27396917 0.9865506
8975 0.12925828 0.98654383
8976 0.19002359 0.9865371
8977 0.11834578 0.9865479
8978 0.09502759 0.986576
8979 0.13060743 0.9865692
8980 0.029028837 0.98659724
8981 0.10507763 0.9866078
8982 0.08243355 0.9866183
8983 0.071674585 0.9866287
8984 0.084258355 0.98663914
8985 0.014112965 0.9866667
8986 0.04061861 0.9866941
8987 0.12552793 0.9867043
8988 0.16109475 0.9866974
8989 0.16403294 0.9866564
8990 0.05354754 0.98668367
8991 0.049265027 0.9867108
8992 0.074442625 0.98672086
8993 0.15763132 0.9866971
8994 0.13803154 0.98670715
8995 0.11882162 0.98670036
8996 0.13966912 0.98669356
8997 0.1757635 0.98668677
8998 0.078993246 0.9866968
8999 0.05869705 0.98669004
9000 0.08302446 0.9867
9001 0.12206302 0.9916667
9002 0.25789604 0.975
9003 0.0769759 0.9777778
9004 0.035110135 0.98333335
9005 0.08815496 0.98333335
9006 0.113358445 0.9847222
9007 0.102452256 0.98571426
9008 0.057502422 0.9875
9009 0.3007518 0.98425925
9010 0.12447565 0.985
9011 0.045761153 0.98636365
9012 0.10814415 0.9861111
9013 0.15042248 0.98525643
9014 0.039995547 0.98571426
9015 0.062382147 0.9866667
9016 0.22003871 0.9859375
9017 0.07521472 0.9867647
9018 0.12955464 0.98657405
9019 0.09911236 0.9868421
9020 0.18457712 0.9866667
9021 0.08808034 0.98690474
9022 0.049948044 0.9875
9023 0.03776258 0.9880435
9024 0.16555074 0.9878472
9025 0.09478882 0.988
9026 0.023066752 0.98846155
9027 0.13748902 0.9882716
9028 0.037954845 0.9886905
9029 0.15400316 0.9885057
9030 0.04617954 0.98888886
9031 0.11176478 0.9887097
9032 0.046092644 0.9890625
9033 0.01065142 0.98939395
9034 0.09047584 0.98946077
9035 0.05840278 0.9895238
9036 0.059744064 0.9898148
9037 0.10386776 0.9898649
9038 0.1932101 0.9892544
9039 0.1449182 0.98867524
9040 0.157252 0.98854166
9041 0.07351721 0.9886179
9042 0.1052131 0.9884921
9043 0.036015812 0.9887597
9044 0.11277966 0.9886364
9045 0.07079922 0.9887037
9046 0.12171123 0.98858696
9047 0.052654333 0.98865247
9048 0.10758699 0.98888886
9049 0.21203567 0.98826534
9050 0.014547869 0.9885
9051 0.029604405 0.9887255
9052 0.11437178 0.9886218
9053 0.15820858 0.98836476
9054 0.1803204 0.9884259
9055 0.027478099 0.9886364
9056 0.05904864 0.98883927
9057 0.06314085 0.98903507
9058 0.081512116 0.9890805
9059 0.083582535 0.9891243
9060 0.049759705 0.9891667
9061 0.100079186 0.9892076
9062 0.12525724 0.9891129
9063 0.13015449 0.98888886
9064 0.14432862 0.9886719
9065 0.064593315 0.988718
9066 0.10523118 0.9887626
9067 0.11446876 0.9885572
9068 0.13650827 0.9884804
9069 0.04040904 0.98864734
9070 0.09666915 0.9885714
9071 0.056750353 0.9887324
9072 0.054139506 0.98888886
9073 0.15753482 0.9886986
9074 0.08453102 0.9886261
9075 0.081088826 0.98866665
9076 0.1399643 0.9885965
9077 0.010567421 0.9887446
9078 0.09199108 0.98867524
9079 0.03463573 0.9888186
9080 0.06171252 0.98885417
9081 0.082385905 0.98888886
9082 0.10959756 0.9889228
9083 0.18069464 0.9886546
9084 0.07945303 0.9886905
9085 0.010408842 0.98882353
9086 0.13166234 0.9887597
9087 0.19769455 0.9886973
9088 0.10307323 0.9887311
9089 0.061389066 0.9888577
9090 0.06427999 0.98888886
9091 0.08052666 0.98891944
9092 0.12355685 0.9888587
9093 0.019619307 0.9889785
9094 0.16105141 0.9888298
9095 0.11562865 0.98868424
9096 0.084437214 0.9888021
9097 0.0964586 0.9887457
9098 0.062316395 0.98886055
9099 0.10606114 0.9888047
9100 0.076976344 0.9889167
9101 0.07266066 0.9890264
9102 0.11657901 0.9889706
9103 0.053530913 0.98899674
9104 0.06859255 0.98902243
9105 0.07284495 0.98904765
9106 0.105018966 0.9889937
9107 0.15163523 0.988785
9108 0.134836 0.98873454
9109 0.13784984 0.9887615
9110 0.07131863 0.9887879
9111 0.043317452 0.9888138
9112 0.11081918 0.9887649
9113 0.0710425 0.9888643
9114 0.19224665 0.9887427
9115 0.11102757 0.9888406
9116 0.047617786 0.9889368
9117 0.19912319 0.9888177
9118 0.099088185 0.98884183
9119 0.0869398 0.98886555
9120 0.06166484 0.98888886
9121 0.03658042 0.9889807
9122 0.05122366 0.9890027
9123 0.10905043 0.98888886
9124 0.17495276 0.9887097
9125 0.045847602 0.9888
9126 0.07818893 0.98882276
9127 0.0743287 0.98884517
9128 0.16524298 0.9888021
9129 0.22614002 0.9886305
9130 0.1020223 0.98858976
9131 0.13041054 0.9885496
9132 0.068502806 0.9886364
9133 0.16825715 0.9885965
9134 0.1771708 0.9884328
9135 0.09435932 0.9884568
9136 0.09776803 0.9884191
9137 0.15981671 0.988382
9138 0.1390505 0.9883454
9139 0.1545774 0.9883093
9140 0.11630741 0.98833334
9141 0.06342754 0.9884161
9142 0.24814099 0.9882629
9143 0.084235035 0.98828673
9144 0.1697139 0.98819447
9145 0.08440259 0.98821837
9146 0.116295055 0.98824203
9147 0.25392392 0.98803854
9148 0.09527763 0.98806304
9149 0.11813812 0.98808724
9150 0.014118014 0.9881667
9151 0.021868115 0.988245
9152 0.12975433 0.98815787
9153 0.14623772 0.9880719
9154 0.05183532 0.9880952
9155 0.2117175 0.98801076
9156 0.12784703 0.9879808
9157 0.11558949 0.98800427
9158 0.1683353 0.9879747
9159 0.15556194 0.9879455
9160 0.076019414 0.98791665
9161 0.22375087 0.9877847
9162 0.09200883 0.98780864
9163 0.07595979 0.98788345
9164 0.14782032 0.9879065
9165 0.06968296 0.98797977
9166 0.107080765 0.9879518
9167 0.17269824 0.9878244
9168 0.106197275 0.9877976
9169 0.17630117 0.98767257
9170 0.11525809 0.98764706
9171 0.10017714 0.98767054
9172 0.053664986 0.98774225
9173 0.06287666 0.9878131
9174 0.06375602 0.98788315
9175 0.12457063 0.98785716
9176 0.090649925 0.9878314
9177 0.14411503 0.987806
9178 0.09927767 0.9877809
9179 0.08757134 0.9877561
9180 0.28094032 0.9875463
9181 0.03930779 0.98756903
9182 0.13158688 0.9875
9183 0.20083539 0.9874317
9184 0.14878653 0.9873641
9185 0.115056515 0.98734236
9186 0.15525936 0.9873208
9187 0.05243001 0.9873886
9188 0.079186104 0.98745567
9189 0.16774747 0.98738974
9190 0.075635925 0.9873684
9191 0.13609198 0.9873473
9192 0.09412495 0.9873264
9193 0.097933546 0.98734885
9194 0.02293251 0.98741406
9195 0.16503724 0.98730767
9196 0.03385168 0.98737246
9197 0.033538558 0.9873943
9198 0.03020979 0.98745793
9199 0.13743417 0.9874372
9200 0.10946836 0.98745835
9201 0.03154647 0.98752075
9202 0.06364245 0.98754126
9203 0.042688686 0.98760265
9204 0.082670674 0.98762256
9205 0.06683121 0.9876423
9206 0.095788315 0.98766184
9207 0.114177816 0.9876409
9208 0.14569102 0.9876202
9209 0.06402179 0.98763955
9210 0.14894079 0.98761904
9211 0.21658586 0.98755926
9212 0.16009146 0.9875
9213 0.14385766 0.98748046
9214 0.038398743 0.98753893
9215 0.11736493 0.9875194
9216 0.20401697 0.9874228
9217 0.07401176 0.9874808
9218 0.12077521 0.98746175
9219 0.14476067 0.9874429
9220 0.12991667 0.9874621
9221 0.1958208 0.9873303
9222 0.1150609 0.9873123
9223 0.06762676 0.98733187
9224 0.10311576 0.9873884
9225 0.13109888 0.9874074
9226 0.110182635 0.9874263
9227 0.082129315 0.98744494
9228 0.31031075 0.9873538
9229 0.10413527 0.9873362
9230 0.088017754 0.9873913
9231 0.0466528 0.98740983
9232 0.06700249 0.9874282
9233 0.03270703 0.98748213
9234 0.074934736 0.9875
9235 0.072415195 0.9875177
9236 0.0661574 0.9875353
9237 0.040642794 0.9875879
9238 0.036737155 0.9876401
9239 0.08605352 0.9876569
9240 0.07362998 0.9876389
9241 0.18064073 0.98758644
9242 0.26112399 0.98746556
9243 0.036988962 0.9875171
9244 0.1303399 0.9875
9245 0.08949418 0.987517
9246 0.18580076 0.98743224
9247 0.018166136 0.98748314
9248 0.04289677 0.9875336
9249 0.08349764 0.9875502
9250 0.043008145 0.9876
9251 0.04866999 0.9876494
9252 0.1871104 0.9876323
9253 0.18507943 0.9876153
9254 0.07977224 0.98763126
9255 0.034782354 0.9876797
9256 0.13412835 0.9876302
9257 0.07140657 0.9876459
9258 0.091573335 0.9876615
9259 0.08715732 0.987677
9260 0.15599415 0.9876282
9261 0.1359184 0.9875798
9262 0.06454982 0.9876272
9263 0.08130845 0.9876426
9264 0.05437363 0.98762625
9265 0.04078785 0.987673
9266 0.09139522 0.98765665
9267 0.11383066 0.98764044
9268 0.1146276 0.98765546
9269 0.07304505 0.98767036
9270 0.13813886 0.9876543
9271 0.10248698 0.98763835
9272 0.034139834 0.98768383
9273 0.10506757 0.98766786
9274 0.06102344 0.98768246
9275 0.0715689 0.98769695
9276 0.13821797 0.987651
9277 0.14375046 0.9876354
9278 0.17411786 0.98756
9279 0.10754419 0.9875747
9280 0.08660454 0.9875595
9281 0.07932869 0.98757416
9282 0.08587531 0.98758864
9283 0.08372997 0.98760307
9284 0.056631047 0.9876467
9285 0.12378882 0.98763156
9286 0.049459003 0.9876457
9287 0.2013301 0.98760164
9288 0.19099553 0.9875289
9289 0.04673991 0.9875432
9290 0.107571326 0.98752874
9291 0.04662291 0.9875716
9292 0.08455837 0.9875856
9293 0.06844699 0.98759955
9294 0.14252158 0.987585
9295 0.12686628 0.9875424
9296 0.2086311 0.9874437
9297 0.0909365 0.98745793
9298 0.0735762 0.98747206
9299 0.09718721 0.98745817
9300 0.10592614 0.98747224
9301 0.08564992 0.9874862
9302 0.12939131 0.9874724
9303 0.13235979 0.98745877
9304 0.08348502 0.9875
9305 0.1758121 0.98748636
9306 0.14106439 0.9874728
9307 0.14645761 0.9874321
9308 0.12235455 0.9874459
9309 0.09987472 0.98745954
9310 0.12938799 0.98744625
9311 0.06795157 0.9874866
9312 0.17467102 0.9874733
9313 0.09203757 0.9874601
9314 0.17057627 0.9874204
9315 0.07609447 0.98743385
9316 0.043609153 0.9874736
9317 0.107992366 0.98748684
9318 0.112215236 0.9875
9319 0.14676502 0.9874608
9320 0.02526217 0.9875
9321 0.088336706 0.98753893
9322 0.19675589 0.9875
9323 0.15095164 0.9874871
9324 0.06310651 0.9875
9325 0.16809066 0.98746157
9326 0.16786723 0.9874233
9327 0.08203463 0.98746175
9328 0.12968162 0.98744917
9329 0.10367406 0.98743665
9330 0.08582394 0.98744947
9331 0.14606279 0.9874622
9332 0.10386539 0.9874749
9333 0.17946436 0.98746246
9334 0.052461162 0.9875
9335 0.1371682 0.9875124
9336 0.043996315 0.9875496
9337 0.081717424 0.98758656
9338 0.13955702 0.987574
9339 0.0978762 0.987586
9340 0.15001959 0.9875735
9341 0.25810143 0.98746336
9342 0.112636976 0.98747563
9343 0.102354 0.98748785
9344 0.070064865 0.9875
9345 0.14169243 0.9874879
9346 0.04559083 0.9875241
9347 0.15505403 0.987512
9348 0.07489825 0.9875479
9349 0.13670753 0.98753583
9350 0.06593588 0.9875714
9351 0.039047405 0.9876068
9352 0.117992565 0.9876184
9353 0.27728087 0.9875354
9354 0.2980328 0.9874294
9355 0.09414008 0.9874178
9356 0.0782172 0.9874064
9357 0.091068484 0.9873949
9358 0.15136439 0.9873836
9359 0.1742829 0.98737234
9360 0.12573177 0.98738426
9361 0.09840595 0.98737305
9362 0.13857746 0.9873849
9363 0.017271483 0.98741966
9364 0.07311467 0.98743135
9365 0.16818705 0.9874201
9366 0.06742256 0.9874545
9367 0.25194642 0.9874205
9368 0.11580111 0.98738676
9369 0.1230655 0.9873758
9370 0.120406866 0.98738736
9371 0.08751161 0.9873989
9372 0.047222443 0.9874328
9373 0.094202265 0.9874218
9374 0.06698005 0.98743314
9375 0.044542383 0.9874667
9376 0.027284669 0.9875
9377 0.12971565 0.9874889
9378 0.15137985 0.9874559
9379 0.23289841 0.98740107
9380 0.13075581 0.9874123
9381 0.14960618 0.98740155
9382 0.34328827 0.9873037
9383 0.17201208 0.9872498
9384 0.1203701 0.9872396
9385 0.066757955 0.9872511
9386 0.10210902 0.9872841
9387 0.22603722 0.98723084
9388 0.10205796 0.9872423
9389 0.18428749 0.98718935
9390 0.053509425 0.9872222
9391 0.12653686 0.9872336
9392 0.093522854 0.9872449
9393 0.04893693 0.9872773
9394 0.10583579 0.9872673
9395 0.1810074 0.98721516
9396 0.16805342 0.9872054
9397 0.16010815 0.9871956
9398 0.02263715 0.9872278
9399 0.16061194 0.987218
9400 0.24713646 0.987125
9401 0.15311763 0.98709476
9402 0.18954386 0.98706466
9403 0.082872234 0.9870761
9404 0.07084734 0.9870875
9405 0.067918845 0.98709875
9406 0.13779205 0.98706895
9407 0.07682595 0.9871007
9408 0.083005324 0.9871119
9409 0.22534469 0.9870416
9410 0.07652178 0.9870732
9411 0.10129603 0.9870843
9412 0.11700503 0.9870955
9413 0.15579952 0.987046
9414 0.12150731 0.98703706
9415 0.14911899 0.98700804
9416 0.18256804 0.9869792
9417 0.07656166 0.9869904
9418 0.12419448 0.98698163
9419 0.25205177 0.9869531
9420 0.11894472 0.9869643
9421 0.09106526 0.98697543
9422 0.0675482 0.98696685
9423 0.18007372 0.9869582
9424 0.14773484 0.98693
9425 0.07378352 0.98694116
9426 0.088064864 0.98695225
9427 0.09471958 0.9869438
9428 0.29114056 0.98687696
9429 0.113767214 0.98690754
9430 0.1313646 0.9868798
9431 0.04648854 0.9869103
9432 0.048327334 0.98694056
9433 0.06096936 0.98695153
9434 0.28307885 0.98686635
9435 0.07061177 0.9868966
9436 0.17877798 0.98685014
9437 0.084461786 0.98686117
9438 0.0621539 0.98687214
9439 0.17438279 0.9868261
9440 0.1165113 0.98683715
9441 0.07340623 0.98682916
9442 0.07805882 0.98685896
9443 0.0372974 0.98688865
9444 0.16846222 0.9868619
9445 0.06494328 0.9868914
9446 0.1491404 0.9869021
9447 0.19831172 0.9868755
9448 0.08719018 0.98690474
9449 0.07218648 0.98691535
9450 0.2002851 0.9868889
9451 0.091794744 0.9868995
9452 0.16950011 0.98689157
9453 0.07271498 0.98692054
9454 0.2689957 0.98685753
9455 0.061594665 0.98688644
9456 0.07392391 0.98689693
9457 0.14727567 0.9868709
9458 0.1708022 0.9868268
9459 0.15420428 0.986801
9460 0.15911096 0.98679346
9461 0.14820565 0.98680407
9462 0.020503115 0.9868326
9463 0.18287103 0.98678905
9464 0.18421215 0.9867816
9465 0.11426173 0.9867742
9466 0.09977615 0.9868026
9467 0.09296942 0.986813
9468 0.118253164 0.98678774
9469 0.2056873 0.9867804
9470 0.09206737 0.9867908
9471 0.08432069 0.98681885
9472 0.14372535 0.9868291
9473 0.22474521 0.9867865
9474 0.14254281 0.98679674
9475 0.10361998 0.986807
9476 0.09645564 0.98681724
9477 0.21463849 0.986775
9478 0.083750755 0.98678523
9479 0.1327419 0.986778
9480 0.07470649 0.9867882
9481 0.15958424 0.9867637
9482 0.07337494 0.98677385
9483 0.22890581 0.98676676
9484 0.06571164 0.98679405
9485 0.12632069 0.98678696
9486 0.100876376 0.986797
9487 0.07974191 0.986807
9488 0.117755406 0.98679984
9489 0.13034333 0.9867928
9490 0.10785597 0.9867857
9491 0.11072074 0.98679566
9492 0.052104495 0.9868225
9493 0.11365809 0.9868154
9494 0.11248357 0.98680836
9495 0.12121736 0.9868013
9496 0.07360039 0.98681116
9497 0.16710581 0.9868042
9498 0.119990475 0.98683065
9499 0.125967 0.98684037
9500 0.052212197 0.98685
9501 0.05645171 0.9916667
9502 0.060734082 0.99583334
9503 0.14832741 0.98888886
9504 0.11829065 0.9875
9505 0.18500993 0.9866667
9506 0.038132038 0.98888886
9507 0.068454474 0.9892857
9508 0.05997702 0.9895833
9509 0.06720965 0.9898148
9510 0.054770418 0.99
9511 0.105436556 0.98939395
9512 0.036384393 0.99027777
9513 0.112271436 0.9897436
9514 0.07248817 0.989881
9515 0.09622971 0.98944443
9516 0.11768527 0.9895833
9517 0.036690816 0.99019605
9518 0.24878988 0.98888886
9519 0.062360246 0.98903507
9520 0.025180025 0.9895833
9521 0.098537035 0.9892857
9522 0.05419462 0.98977274
9523 0.09035931 0.9902174
9524 0.07413232 0.99027777
9525 0.07422019 0.9903333
9526 0.24248429 0.98910254
9527 0.026839197 0.9895062
9528 0.025334029 0.989881
9529 0.038980823 0.9902299
9530 0.14169496 0.99
9531 0.08528328 0.9900538
9532 0.06624409 0.99010414
9533 0.11762298 0.9901515
9534 0.12553231 0.98995095
9535 0.21192078 0.98904765
9536 0.19304374 0.9886574
9537 0.09088003 0.9885135
9538 0.14133886 0.9883772
9539 0.15410715 0.9878205
9540 0.06136379 0.98791665
9541 0.09701767 0.98800814
9542 0.07855406 0.9880952
9543 0.027880013 0.9883721
9544 0.076262124 0.98844695
9545 0.13588612 0.98796296
9546 0.14908978 0.98768115
9547 0.12711743 0.98758864
9548 0.050549563 0.9878472
9549 0.06332531 0.9880952
9550 0.11953678 0.988
9551 0.11270561 0.9880719
9552 0.08408785 0.988141
9553 0.12896842 0.98805034
9554 0.15644754 0.98780864
9555 0.08546627 0.9878788
9556 0.05465708 0.98794645
9557 0.052651983 0.9880117
9558 0.07686259 0.9880747
9559 0.095409416 0.9879944
9560 0.041263953 0.98819447
9561 0.083069816 0.988388
9562 0.09812956 0.9884409
9563 0.2017632 0.9882275
9564 0.13668247 0.988151
9565 0.11791695 0.9879487
9566 0.14437804 0.9877525
9567 0.09461532 0.9876866
9568 0.06896644 0.98786765
9569 0.118893266 0.9879227
9570 0.017761827 0.9880952
9571 0.11167298 0.98802817
9572 0.12930463 0.9880787
9573 0.11356757 0.9881278
9574 0.06604759 0.98806304
9575 0.082420826 0.98811114
9576 0.11780581 0.98815787
9577 0.093290314 0.9880952
9578 0.17798139 0.9879274
9579 0.12965703 0.9878692
9580 0.07721208 0.98791665
9581 0.14870283 0.9878601
9582 0.1516983 0.98770326
9583 0.10094533 0.9876506
9584 0.14112052 0.9875992
9585 0.17111921 0.98745096
9586 0.03820937 0.98759687
9587 0.019433796 0.98773944
9588 0.13341132 0.9876894
9589 0.08467633 0.98764044
9590 0.0860988 0.9876852
9591 0.17203029 0.9875458
9592 0.13208248 0.9874094
9593 0.14745125 0.9873656
9594 0.0630885 0.9874113
9595 0.08483449 0.98745614
9596 0.052856516 0.9875
9597 0.15692738 0.98737115
9598 0.13344957 0.98732996
9599 0.09427825 0.98745793
9600 0.081508726 0.9874167
9601 0.06680803 0.9873762
9602 0.11407363 0.9874183
9603 0.11194723 0.98745954
9604 0.1542099 0.98733974
9605 0.07495599 0.9874603
9606 0.09256074 0.9875
9607 0.1138527 0.98753893
9608 0.060901262 0.98757714
9609 0.05366605 0.9876911
9610 0.0807895 0.9877273
9611 0.123382576 0.9876877
9612 0.019380523 0.9877976
9613 0.14079314 0.9877581
9614 0.08951445 0.9877193
9615 0.12764257 0.9876087
9616 0.07487672 0.98764366
9617 0.1719913 0.9875356
9618 0.18956868 0.9872881
9619 0.08503831 0.98732495
9620 0.04213224 0.98736113
9621 0.03684319 0.98746556
9622 0.17241082 0.9873634
9623 0.077174656 0.9873306
9624 0.13921286 0.9872312
9625 0.10614499 0.98726666
9626 0.13731763 0.9871693
9627 0.037827678 0.98727036
9628 0.19481392 0.9870443
9629 0.15288347 0.9870801
9630 0.08302856 0.9871154
9631 0.09323903 0.98715013
9632 0.0627275 0.98718435
9633 0.08954728 0.9871554
9634 0.18658789 0.9870025
9635 0.11923203 0.9869753
9636 0.09543028 0.98694855
9637 0.06784829 0.9870438
9638 0.056080546 0.9870773
9639 0.08643632 0.9871103
9640 0.19343738 0.9869643
9641 0.057904474 0.98705673
9642 0.1538877 0.98697186
9643 0.06705753 0.98700464
9644 0.06409592 0.9870949
9645 0.13045663 0.98706895
9646 0.11526357 0.9870434
9647 0.21180907 0.9869614
9648 0.19355227 0.98688066
9649 0.09831218 0.9869127
9650 0.12166421 0.9868889
9651 0.1257841 0.98686534
9652 0.12964107 0.9868421
9653 0.12809618 0.9868736
9654 0.106585585 0.98690474
9655 0.20945258 0.98688173
9656 0.09951988 0.98691237
9657 0.13071522 0.9868365
9658 0.15348631 0.9868143
9659 0.09688078 0.98684484
9660 0.08202024 0.9868229
9661 0.11083519 0.986853
9662 0.15589565 0.98683125
9663 0.03746303 0.9869121
9664 0.06900835 0.98694104
9665 0.24056897 0.9868182
9666 0.06604972 0.9868474
9667 0.09129386 0.98682636
9668 0.08853574 0.98685515
9669 0.08003994 0.98693293
9670 0.106293865 0.9869118
9671 0.24579692 0.9868421
9672 0.070130974 0.98687017
9673 0.19779949 0.98680156
9674 0.013931179 0.9868774
9675 0.11877867 0.9868571
9676 0.10958351 0.98683715
9677 0.14971498 0.9868173
9678 0.06334656 0.98684454
9679 0.0972983 0.9867784
9680 0.050851543 0.98680556
9681 0.06868486 0.98683244
9682 0.16983178 0.98672163
9683 0.11060117 0.98674864
9684 0.10129304 0.98677534
9685 0.06534903 0.9868018
9686 0.1730389 0.98669356
9687 0.09636118 0.98667556
9688 0.14826307 0.98661345
9689 0.074109435 0.9866843
9690 0.1301119 0.9866667
9691 0.1212415 0.9866492
9692 0.08695584 0.9866753
9693 0.0346953 0.9867444
9694 0.25136513 0.9866409
9695 0.108161464 0.9866667
9696 0.20337394 0.98660713
9697 0.09966537 0.9866328
9698 0.14995278 0.98657405
9699 0.11986857 0.9865997
9700 0.08335641 0.986625
9701 0.15192524 0.9866086
9702 0.06626819 0.98663366
9703 0.100270115 0.98665845
9704 0.33263475 0.98651963
9705 0.22089116 0.9864634
9706 0.13926965 0.9864482
9707 0.2029292 0.9863929
9708 0.061660275 0.98641825
9709 0.11711691 0.9864833
9710 0.06403548 0.98650795
9711 0.08438977 0.9865324
9712 0.23928499 0.9864387
9713 0.23949002 0.9863067
9714 0.13499531 0.98629284
9715 0.061280586 0.9863178
9716 0.11853334 0.986304
9717 0.08624986 0.98629034
9718 0.11761699 0.986315
9719 0.077869676 0.9863775
9720 0.14614801 0.98632574
9721 0.10078232 0.98634994
9722 0.17079303 0.9862988
9723 0.118758395 0.9862855
9724 0.08384223 0.9863095
9725 0.1768706 0.9862593
9726 0.06414412 0.9862832
9727 0.107479356 0.9863069
9728 0.054135736 0.9863304
9729 0.13753204 0.98631734
9730 0.08777498 0.98630434
9731 0.074620135 0.98636365
9732 0.06212938 0.9864224
9733 0.12147669 0.98637336
9734 0.06841305 0.986396
9735 0.049049217 0.9864539
9736 0.10078125 0.98644066
9737 0.044230938 0.9864979
9738 0.23518804 0.98637956
9739 0.025673458 0.98643655
9740 0.11120118 0.9864236
9741 0.063650005 0.98644537
9742 0.12751253 0.9864325
9743 0.15347096 0.98645407
9744 0.15991552 0.9864071
9745 0.08012145 0.98642856
9746 0.13614321 0.98644984
9747 0.09443627 0.98643726
9748 0.07700402 0.98645836
9749 0.06389401 0.9864792
9750 0.1054361 0.9865
9751 0.05055882 0.9865206
9752 0.13306354 0.9864749
9753 0.025041819 0.98652834
9754 0.18005265 0.9864829
9755 0.068994954 0.98653597
9756 0.057393465 0.98658854
9757 0.13679247 0.9866083
9758 0.19577713 0.9865633
9759 0.08902217 0.986583
9760 0.13956776 0.98660254
9761 0.06775739 0.986622
9762 0.1644672 0.98657763
9763 0.026245194 0.98662865
9764 0.04499708 0.9866793
9765 0.031398214 0.98672956
9766 0.20073877 0.98668545
9767 0.049797 0.98673534
9768 0.039622925 0.9867848
9769 0.11915998 0.986772
9770 0.04746226 0.986821
9771 0.06508209 0.9868389
9772 0.056274638 0.9868873
9773 0.08611849 0.98690474
9774 0.09919422 0.98692214
9775 0.12235932 0.9869091
9776 0.11772786 0.98689616
9777 0.21014151 0.98679304
9778 0.14550567 0.9867806
9779 0.044926263 0.98682797
9780 0.18177836 0.98675597
9781 0.13042217 0.98677343
9782 0.07582057 0.98682034
9783 0.14080313 0.98683745
9784 0.16859692 0.9868251
9785 0.13538462 0.9868129
9786 0.26836368 0.9867133
9787 0.13522543 0.9867306
9788 0.01658826 0.98677665
9789 0.084619686 0.9867935
9790 0.11240017 0.9868103
9791 0.13819365 0.986827
9792 0.09831512 0.9868436
9793 0.10413856 0.9868316
9794 0.13190247 0.9867914
9795 0.088278085 0.98683614
9796 0.07202034 0.98688066
9797 0.13080744 0.98689675
9798 0.1957043 0.98682886
9799 0.052336678 0.9868729
9800 0.15200363 0.9868611
9801 0.094384484 0.98684937
9802 0.030185293 0.98689294
9803 0.082234666 0.9869362
9804 0.070445724 0.98695177
9805 0.11129117 0.9869672
9806 0.030393118 0.9870098
9807 0.11625738 0.98699784
9808 0.12091378 0.9869859
9809 0.10081475 0.98702806
9810 0.08665247 0.987043
9811 0.07523183 0.9870311
9812 0.09430822 0.98704594
9813 0.08953194 0.9870341
