#Batch costTraining precTraining costValidation precValidation
114000 0.1745361227471828 0.9792666666666666 0.21449249361168118 0.9715
116000 0.1733654773519468 0.9792666666666666 0.21333123046398184 0.9722
118000 0.1717110384173653 0.9791833333333333 0.21188896205743882 0.9726
120000 0.16861536153687895 0.9798166666666667 0.20894747881277095 0.973
122000 0.16624666117783318 0.9803166666666666 0.2083001104365831 0.9725
124000 0.16477503842150482 0.9806 0.20778722326320445 0.9721
126000 0.1622553829981436 0.9809666666666667 0.20521252410813495 0.973
128000 0.1601597564673955 0.98095 0.20356739601638538 0.973
130000 0.1591750000352785 0.98125 0.20330394029565246 0.9733
132000 0.15845702301351203 0.98155 0.20317071395237324 0.9731
134000 0.1565303371385427 0.9819833333333333 0.2030697909756378 0.9736
136000 0.15358021830790533 0.982 0.19996622196240543 0.9732
138000 0.1511849164334345 0.9822333333333333 0.1981895426976568 0.9735
140000 0.1507512205565939 0.9824166666666667 0.19776198297721545 0.9735
142000 0.15123703851399503 0.9821 0.19791374695570826 0.9743
144000 0.14654217469374584 0.983 0.1954078347247059 0.9739
146000 0.14562277414821284 0.9831166666666666 0.19527781054912322 0.9747
148000 0.14808683169714712 0.9830333333333333 0.19855598750062747 0.9739
150000 0.14275791558337736 0.9834666666666667 0.19233032835233607 0.9743
152000 0.1409925190839384 0.9837333333333333 0.19056868685117495 0.9741
154000 0.13956250854557162 0.9840666666666666 0.19130591685176077 0.9751
156000 0.1384739588248223 0.9840166666666667 0.18889202501365124 0.9749
158000 0.13804196742554317 0.9840666666666666 0.19013951970197318 0.9752
160000 0.1346855465400325 0.9845166666666667 0.186903786688143 0.9752
162000 0.13356702943884885 0.9847166666666667 0.18662263883812627 0.9753
164000 0.13282809690325184 0.9845833333333334 0.18590361824789395 0.9763
166000 0.13250755532134245 0.9848833333333333 0.186019490468943 0.9756
168000 0.129208341955853 0.9849666666666667 0.18325762080456 0.9755
170000 0.12950196775020312 0.9851666666666666 0.18427173806542277 0.9756
172000 0.12813461907293214 0.98555 0.18338628498583595 0.9762
174000 0.12656615839132093 0.9856666666666667 0.1825565264476332 0.9759
176000 0.1260731382984914 0.9858166666666667 0.1823379457495276 0.9754
178000 0.125304008109112 0.9859333333333333 0.18224943241096084 0.9767
180000 0.12464947728695533 0.9859166666666667 0.18148799901084026 0.976
182000 0.12154291031370892 0.9861333333333333 0.1799164411721888 0.9765
184000 0.12091274994391606 0.9864833333333334 0.17886446836429218 0.9768
186000 0.11929963579578243 0.9865666666666667 0.1793104260577565 0.9763
188000 0.12045574758463413 0.9865166666666667 0.17936700559260615 0.9765
190000 0.11794512868099219 0.9869166666666667 0.1780323169727216 0.9773
192000 0.11658838921667249 0.9871166666666666 0.17735491167974993 0.9767
194000 0.11608779976079354 0.9871833333333333 0.17714118043930444 0.9772
196000 0.11706286696521355 0.9868833333333333 0.17812769234601872 0.977
198000 0.11258845184376726 0.9874666666666667 0.17440201236375363 0.977
200000 0.11335063548934099 0.9872833333333333 0.1756901178076874 0.9773
202000 0.11070729992982484 0.9877 0.1732682295455767 0.9772
204000 0.11051366771464595 0.98785 0.17416863528574197 0.9765
206000 0.10921376169628794 0.988 0.17304371702419083 0.9773
208000 0.10850284329713698 0.98805 0.17298067411908058 0.977
210000 0.1077792701015781 0.9881333333333333 0.17277335659618676 0.9772
212000 0.10718485108443708 0.98825 0.17233420643339975 0.9776
214000 0.10513331482738406 0.9883 0.1697778703054142 0.9781
216000 0.10516118976743807 0.9883666666666666 0.1706791187361556 0.9776
218000 0.10449884615243403 0.9885166666666667 0.1702988612084875 0.9783
220000 0.10403431674593025 0.98855 0.17119596113856653 0.9772
222000 0.10295749444114953 0.98865 0.1696854211511525 0.9777
224000 0.10128276294456169 0.9890166666666667 0.16990728022834775 0.9775
226000 0.10115969836082189 0.9887833333333333 0.1688523742671943 0.9775
228000 0.09950822573865117 0.98905 0.16799899838100882 0.9778
230000 0.09980358968934094 0.9891 0.16835140621715783 0.9784
232000 0.09875341226117162 0.9893166666666666 0.16815668407053547 0.9779
234000 0.09811362192863245 0.9894166666666667 0.16789769389243356 0.9778
236000 0.09689181990342567 0.9894333333333334 0.16657418340030306 0.978
238000 0.09616656841876033 0.9895666666666667 0.16752857790554648 0.978
240000 0.09507605592867643 0.9896 0.16519991731929265 0.9789
242000 0.09427352634809522 0.9898833333333333 0.16507346778802823 0.9783
244000 0.09509721064017919 0.9898166666666667 0.1663735792648608 0.9779
246000 0.09306311078958988 0.9898833333333333 0.16409844183958794 0.9784
248000 0.09257310170781888 0.9900666666666667 0.16403398275319656 0.978
250000 0.09158167856854231 0.99005 0.16407799983183988 0.9784
252000 0.09068214145305041 0.9901333333333333 0.16361817354448913 0.9778
254000 0.09129861001438798 0.9899833333333333 0.1635007743631378 0.9781
256000 0.0893853818153224 0.9903666666666666 0.16354311271233682 0.9785
258000 0.08871437230310342 0.9904166666666666 0.16295336377203404 0.9786
260000 0.08780576631033615 0.99055 0.16197255971443517 0.9787
262000 0.08719278310127526 0.9905333333333334 0.16171595842613284 0.9786
264000 0.08649555424303546 0.9907166666666667 0.16169120021432173 0.9788
266000 0.08672568789272109 0.99055 0.16263785255301874 0.9787
268000 0.08600136565410453 0.9906333333333334 0.16172109704064358 0.9784
270000 0.08511445867055607 0.9908166666666667 0.16024737422329108 0.979
272000 0.08469367803779425 0.9910333333333333 0.1614274878675448 0.9788
274000 0.08358502673398867 0.9909 0.16066258277902953 0.9786
276000 0.0835232539896114 0.9909666666666667 0.16012965819215297 0.9787
278000 0.08387644545496936 0.9909333333333333 0.16138197461911427 0.9783
280000 0.0818851804428551 0.9911666666666666 0.15979141469538094 0.9789
282000 0.08181046747413154 0.9913166666666666 0.1603342591971324 0.9786
284000 0.08120466632056375 0.99135 0.1596256868080116 0.979
286000 0.08034275212554505 0.9912166666666666 0.16001897832128661 0.9787
288000 0.07957047521464577 0.9914166666666666 0.15898488381254594 0.9793
290000 0.07900915581976548 0.9914166666666666 0.15838079724482054 0.9792
292000 0.07873765480574804 0.9915 0.158608407924646 0.9791
294000 0.07832829636979971 0.9916166666666667 0.1585518929555749 0.9795
296000 0.07759326519446394 0.9915666666666667 0.1572348387034848 0.9793
298000 0.0770460124067485 0.9918166666666667 0.15742030162083212 0.9795
300000 0.07644410103949054 0.9917833333333334 0.15709695438217633 0.9804
302000 0.07549014458528218 0.9917166666666667 0.1565852450195603 0.9795
304000 0.07539652697104506 0.9917666666666667 0.15744139232047416 0.9791
306000 0.07538280461852548 0.9919666666666667 0.1571499480254558 0.9797
308000 0.07488408683585487 0.992 0.15791176788966776 0.9787
310000 0.07379593880558866 0.9919833333333333 0.15629943705594382 0.9795
312000 0.07315381808765252 0.9920666666666667 0.15576570630210895 0.9796
314000 0.07249984144760799 0.9922333333333333 0.15548849201583612 0.9801
316000 0.0718906523942789 0.9923333333333333 0.1555853921056722 0.9795
318000 0.07212504547498916 0.9923833333333333 0.1574740301249211 0.9793
320000 0.07137240844264538 0.9924833333333334 0.15496014074047884 0.9799
322000 0.07085415810401931 0.9924333333333333 0.15449667249177093 0.9805
324000 0.07003743402517552 0.9926 0.15459149918213108 0.9801
326000 0.06966235053161435 0.9926166666666667 0.15428154492131294 0.9799
328000 0.06919236743469317 0.9926333333333334 0.15378891307097378 0.9795
330000 0.06909599087121238 0.9925333333333334 0.15492452354291034 0.9799
332000 0.06820313819455652 0.9928833333333333 0.15355978608935575 0.9804
334000 0.06786020959643771 0.9927333333333334 0.1541159693531416 0.9803
336000 0.0674486275371288 0.9928333333333333 0.1535901773321845 0.9798
338000 0.06724394171134372 0.9928833333333333 0.15401921737796562 0.9801
340000 0.06661657686069161 0.9930666666666667 0.15344459102447117 0.9809
342000 0.06641255563250205 0.9930833333333333 0.15408343867840116 0.9802
344000 0.06633557318753662 0.9930666666666667 0.15393655004130213 0.9808
346000 0.06562955835908134 0.9930833333333333 0.1540355629577985 0.9803
348000 0.06456024741580633 0.9932 0.15334789871700388 0.9805
350000 0.06464510230608889 0.9931 0.15219485779296443 0.9802
352000 0.06433087563259635 0.9932166666666666 0.15311344907614668 0.9797
354000 0.06434423865327285 0.9931 0.15321005100903273 0.9798
356000 0.06329371076891348 0.9933 0.1520411975175815 0.9801
358000 0.06269151861540632 0.9932833333333333 0.15197352668757827 0.9807
360000 0.06243128975968858 0.9933666666666666 0.151210476360541 0.9802
362000 0.061853528886725975 0.99345 0.15166068232051994 0.9808
364000 0.06390595686063946 0.9933 0.15310740108715887 0.9811
366000 0.06172498050602857 0.9934 0.15201816249237068 0.9808
368000 0.06086555701989042 0.9935333333333334 0.15046472508704206 0.9812
370000 0.06099740257531578 0.9936 0.15209659041942783 0.9805
372000 0.06109967483181673 0.9936666666666667 0.15174088888479834 0.9803
374000 0.060115220351038036 0.9936333333333334 0.15070475036614414 0.9808
376000 0.060098571076471555 0.9937 0.15132247928847103 0.9805
378000 0.059344658213987454 0.9936666666666667 0.15086543212547548 0.9809
380000 0.05952055101224241 0.99385 0.15062601135823284 0.9807
382000 0.05837758900393162 0.9939166666666667 0.15068699918468978 0.9807
384000 0.05805271532551938 0.9939666666666667 0.15033906653576684 0.9806
386000 0.057656225221998605 0.9940333333333333 0.15075936818115718 0.9804
388000 0.05802096800688219 0.99385 0.15057787259327196 0.9813
390000 0.05744777819976232 0.99395 0.15007445838626504 0.9808
392000 0.0570871160913085 0.9939 0.14971494661232482 0.981
394000 0.057234806187246114 0.994 0.15023531140559018 0.9816
396000 0.05627493751127066 0.9940333333333333 0.1500070504125267 0.9809
398000 0.05599648471021708 0.9941666666666666 0.14933590564037363 0.981
400000 0.05546078810756046 0.9941 0.14973771092565283 0.9805
