#Batch costTraining precTraining costValidation precValidation
500 0.030535136128425316 0.9804999828338623 0.03137239101962087 0.9793000221252441
1000 0.019720415814335826 0.9875166416168213 0.020706949629054568 0.9868000149726868
1500 0.014465361612194572 0.990933358669281 0.018188253896226136 0.9883000254631042
2000 0.011288188438730497 0.9930499792098999 0.01652780980022628 0.9886000156402588
2500 0.010865753275059734 0.9931666851043701 0.016021159395661202 0.9897000193595886
3000 0.009318581778076157 0.9940500259399414 0.015165002092468518 0.9900000095367432
3500 0.007793558541701284 0.9950500130653381 0.014836439730853712 0.9908999800682068
4000 0.008380894564292267 0.9947999715805054 0.01508055481761404 0.989799976348877
4500 0.007418354694002377 0.9955333471298218 0.014598999640896903 0.9909999966621399
5000 0.0055219665093832184 0.9967166781425476 0.01466372274002469 0.9901999831199646
5500 0.005490047793124503 0.9967333078384399 0.013722822023789877 0.9911999702453613
6000 0.0047178132256811165 0.9971500039100647 0.01451302653640218 0.9904000163078308
6500 0.004435745010174186 0.9974166750907898 0.012479206555417857 0.9916999936103821
7000 0.0038639646847237648 0.9977333545684814 0.01175419611749362 0.9926999807357788
7500 0.004171725314123179 0.9975166916847229 0.014469071844736968 0.9908999800682068
8000 0.003927942989606372 0.9976999759674072 0.013374730594542404 0.9915000200271606
8500 0.003661029464813794 0.9976999759674072 0.012259237080613163 0.9923999905586243
9000 0.0030555630842993608 0.9982333183288574 0.011874683350060493 0.9926999807357788
9500 0.003096235216875854 0.9982166886329651 0.015499689432671798 0.9904999732971191
10000 0.002567352833667534 0.9985666871070862 0.012941397693286137 0.9919999837875366
10500 0.0026352377805389997 0.998533308506012 0.011909208588803198 0.9930999875068665
11000 0.0028398790904909242 0.99836665391922 0.013842192057251798 0.9915000200271606
11500 0.0024366555801396514 0.9986000061035156 0.012923224197763329 0.9925000071525574
12000 0.002489651556179203 0.9985833168029785 0.01435295006343452 0.9907000064849854
12500 0.002303419327901701 0.9986833333969116 0.013214137348300925 0.9919000267982483
13000 0.001977433868086075 0.9989333152770996 0.01145982115960136 0.9936000108718872
13500 0.0020325679925745086 0.9988333582878113 0.012612828894889273 0.9925000071525574
14000 0.0019973671012880694 0.9988999962806702 0.012036444635759341 0.9929999709129333
14500 0.001913453391042945 0.9989500045776367 0.012305271769063713 0.9927999973297119
15000 0.0016709176232050896 0.9990833401679993 0.012269788919756604 0.9922000169754028
15500 0.0021881770179021094 0.9987999796867371 0.01485868382389979 0.9907000064849854
16000 0.0020133139183639943 0.9988499879837036 0.01373481317454145 0.9922000169754028
16500 0.0018073044117619776 0.9989500045776367 0.013366602283162547 0.9921000003814697
17000 0.0018815956394781363 0.9989500045776367 0.014625587197887526 0.9914000034332275
17500 0.0018127620193949864 0.9990166425704956 0.014613414098346544 0.991599977016449
18000 0.001582215652876728 0.9991499781608582 0.014465484114231004 0.9922999739646912
18500 0.001634918079544571 0.9991000294685364 0.013337273820794564 0.9922999739646912
19000 0.0015321139163725335 0.9991499781608582 0.013738116250983484 0.9923999905586243
19500 0.0017010420321047133 0.9990833401679993 0.014434157788422119 0.9915000200271606
20000 0.0015390349019627078 0.9991166591644287 0.012649008592914462 0.9918000102043152
20500 0.0014346728210935728 0.9991999864578247 0.011426176637133197 0.993399977684021
21000 0.0014697461307139105 0.9991999864578247 0.013274038266137916 0.9923999905586243
21500 0.0014252321798987227 0.9991833567619324 0.014086848627558593 0.9921000003814697
22000 0.001274049175398426 0.9993333220481873 0.013427446262145091 0.9921000003814697
22500 0.00160989152003735 0.9990833401679993 0.01368900764218269 0.9922999739646912
23000 0.0018124163038494001 0.9990000128746033 0.015350786964184465 0.9912999868392944
23500 0.0012599835059029006 0.9993166923522949 0.012380018519572123 0.9927999973297119
24000 0.001286679420516549 0.9993500113487244 0.012992524462143456 0.9926999807357788
24500 0.0012425852724343865 0.9993166923522949 0.014518114956300692 0.9916999936103821
25000 0.001314276236183715 0.9993166923522949 0.014904993707126977 0.991599977016449
25500 0.0011169314548520753 0.9994166493415833 0.013510279331821024 0.9922000169754028
26000 0.0011249557813280313 0.9993833303451538 0.013559870335579084 0.9919000267982483
26500 0.0012859458301360896 0.9993166923522949 0.013944580148649717 0.9918000102043152
27000 0.0012122106898928384 0.9993333220481873 0.012835873145157009 0.9926999807357788
27500 0.001581328269980038 0.9990666508674622 0.015414940777925571 0.9912999868392944
28000 0.0012885235654390998 0.9993000030517578 0.013545016210570504 0.9925000071525574
28500 0.0011078744066155624 0.9994166493415833 0.012266551850345208 0.9933000206947327
29000 0.0011539133178298422 0.9994000196456909 0.01505181497091937 0.9915000200271606
29500 0.0016824771898106374 0.9989833235740662 0.014349442250283829 0.9919999837875366
30000 0.0013340888291196 0.9992666840553284 0.014168754339325573 0.9921000003814697
30500 0.0010200757798426384 0.9994666576385498 0.013203665030971697 0.9923999905586243
31000 0.0010121302751278406 0.9994500279426575 0.014039872098624971 0.9922000169754028
31500 0.0009655036675845024 0.9994999766349792 0.012397036579086224 0.9933000206947327
32000 0.0009664656257623932 0.9994666576385498 0.013734076162258663 0.9921000003814697
32500 0.0009789047751248398 0.9994833469390869 0.0130871568951532 0.9926999807357788
33000 0.0010397458350462614 0.9994500279426575 0.012638628236562335 0.9926999807357788
33500 0.0009798514546956684 0.9994999766349792 0.014452554875825177 0.9919000267982483
34000 0.0009319752331641919 0.9995166659355164 0.012972027899092192 0.9926000237464905
34500 0.001147211556005914 0.9994000196456909 0.013685524120745354 0.9923999905586243
35000 0.0011032435946113572 0.9994500279426575 0.013565046734117143 0.9925000071525574
35500 0.0009692837786464761 0.9994666576385498 0.013071966207851038 0.9926999807357788
36000 0.0009479373292119 0.9994999766349792 0.01329760628783119 0.9923999905586243
36500 0.0010464178259585253 0.9994500279426575 0.012042576438966557 0.9933000206947327
37000 0.0010863009334490684 0.9994333386421204 0.012850700903482365 0.992900013923645
37500 0.0010336250693292986 0.9994166493415833 0.012228751451543752 0.9932000041007996
38000 0.0010018085315306607 0.9994500279426575 0.012944665379677986 0.992900013923645
38500 0.0011120061297512766 0.9994000196456909 0.014228368362294193 0.9919000267982483
39000 0.000939345733800639 0.9994999766349792 0.014560652310483488 0.9919000267982483
39500 0.0010593627455289158 0.9994333386421204 0.012982703383747145 0.9927999973297119
40000 0.001029231335670937 0.9994500279426575 0.01379144358502845 0.9925000071525574
40500 0.0009762663546015909 0.9994666576385498 0.0148972408480545 0.9918000102043152
41000 0.0008976924352137244 0.9995333552360535 0.012719194333422147 0.992900013923645
41500 0.0010636692131979393 0.9994500279426575 0.014282359793234582 0.9922000169754028
42000 0.0009646865065291481 0.9994833469390869 0.014283131450649704 0.9919999837875366
42500 0.0011705838371907835 0.9993666410446167 0.01388451491655742 0.9926000237464905
43000 0.0009273805803678902 0.9994999766349792 0.01284552106717473 0.9932000041007996
43500 0.0010386693995249898 0.9994666576385498 0.013791018407272997 0.992900013923645
44000 0.0009419605849319285 0.9994999766349792 0.013756435917792192 0.9926000237464905
44500 0.0008547454919152946 0.9995499849319458 0.014188042641566383 0.9922000169754028
45000 0.0016482175529362062 0.9990833401679993 0.016530232183142358 0.991100013256073
45500 0.0008940992111063787 0.9995333552360535 0.013595182796661743 0.992900013923645
46000 0.0009151564200837029 0.9994999766349792 0.012332651563435888 0.9932000041007996
46500 0.0008537891307614162 0.9995499849319458 0.01428016061479512 0.9919999837875366
47000 0.0009602888345136804 0.9994833469390869 0.01174825030346846 0.9937000274658203
47500 0.0008195689146527024 0.9995666742324829 0.014479277294295673 0.9921000003814697
48000 0.000928393548691524 0.9995333552360535 0.012785841705582465 0.9929999709129333
48500 0.00080867502941645 0.9995999932289124 0.013163981891051531 0.992900013923645
49000 0.0011903997364873763 0.9993666410446167 0.014776310252453613 0.9919999837875366
49500 0.0009067994507521952 0.9995333552360535 0.014277767947492684 0.9925000071525574
50000 0.0008986360703193607 0.9995166659355164 0.014047911958359995 0.9926000237464905
