#Batch costTraining precTraining
961 0.044653796 0.9721258
962 0.04048795 0.972132
963 0.025264105 0.9721562
964 0.025015082 0.97219825
965 0.045410566 0.9722043
966 0.016182858 0.97222817
967 0.024702659 0.97225195
968 0.0118921185 0.97231126
969 0.004249253 0.97237027
970 0.052352645 0.97237587
971 0.027499609 0.9723992
972 0.05384063 0.972387
973 0.003315256 0.97244537
974 0.01865587 0.97248596
975 0.033616804 0.9724912
976 0.058455314 0.972479
977 0.06430517 0.9724668
978 0.028674345 0.97247213
979 0.018104961 0.9724774
980 0.034099653 0.9724826
981 0.024187803 0.9725052
982 0.0437692 0.9725104
983 0.055074137 0.9724983
984 0.038001325 0.9725034
985 0.039632086 0.9724914
986 0.09971855 0.97241086
987 0.03518637 0.97241616
988 0.032675542 0.97242147
989 0.056851473 0.9723926
990 0.061923224 0.97238094
991 0.05172154 0.9723863
992 0.03938315 0.9723916
993 0.024593698 0.9724307
994 0.0522633 0.972419
995 0.01244712 0.9724579
996 0.060909666 0.97241265
997 0.06942965 0.97238433
998 0.027299907 0.97240627
